original_review_id,source,country,rating,review,discovery_score,rating_bonus,priority_score,categories,matched_terms,review_lower
6194,Apple App Store,AU,2,"There’s two problems with Spotify: it keeps crashing and you need premium for almost everything if your on a phone. On my iPad, I keep having to reinstall it over and over again because it when I open it, it gets stuck on the loading screen and won’t let me exit the app for 5 to 7 minutes. I’ve cleared my cache and tried various other things but nothing works. I’m not sure if it’s just that my iPad is slow, the app is not supported on my iPad, or something else. The other thing is that when you’re on phone, you need premium to listen to the selected song you want to listen to and to fast forward or rewind the song! There’s a lot of ads too but I’m fine with that, though they aren’t very relevant and the same ads keep repeating. Please do better and fix your app.",11,3,14,repetition,"over and over,repeating","there’s two problems with spotify: it keeps crashing and you need premium for almost everything if your on a phone. on my ipad, i keep having to reinstall it over and over again because it when i open it, it gets stuck on the loading screen and won’t let me exit the app for 5 to 7 minutes. i’ve cleared my cache and tried various other things but nothing works. i’m not sure if it’s just that my ipad is slow, the app is not supported on my ipad, or something else. the other thing is that when you’re on phone, you need premium to listen to the selected song you want to listen to and to fast forward or rewind the song! there’s a lot of ads too but i’m fine with that, though they aren’t very relevant and the same ads keep repeating. please do better and fix your app."
29,Google Play,IN,2,"Poor after the last widget update. Frequent drop outs and sometimes the widget will not load at all, and I have had to create an app shortcut underneath the widget to open Spotify. DJ repeats the same songs in the same sequence. Song selection remains good, but if my daughter didn't have an account too I'd look to use another streaming service.",11,3,14,repetition,"repeats,same songs","poor after the last widget update. frequent drop outs and sometimes the widget will not load at all, and i have had to create an app shortcut underneath the widget to open spotify. dj repeats the same songs in the same sequence. song selection remains good, but if my daughter didn't have an account too i'd look to use another streaming service."
5913,Apple App Store,AU,2,"Same songs just keep repeating, out of 500 songs only probably hear 200",11,3,14,repetition,"repeating,same songs","same songs just keep repeating, out of 500 songs only probably hear 200"
1720,Google Play,IN,1,"worst aap in the history of music listening apps, everytime it asks for taking premium and it only plays 1-2 song back to back and then 2-3 ads, my question is what is this.? I suggest nobody should download it, use other apps that give you ads free listening..",10,4,14,"recommendation,repetition","only plays,suggest","worst aap in the history of music listening apps, everytime it asks for taking premium and it only plays 1-2 song back to back and then 2-3 ads, my question is what is this.? i suggest nobody should download it, use other apps that give you ads free listening.."
6542,Apple App Store,CA,3,"I have an old phone that doesn’t update very well so that might be a factor, but my Spotify is stuck on smart shuffle and it says I need to buy premium to turn off and put it back to normal or just on normal shuffle. My iPad is different though and it says I have to pay for things like smart shuffle, and I don’t understand why it’s doing that on my phone. I’ve checked and it doesn’t say I have to update it or anything, it just doesn’t work right for me on my phone and I don’t understand why.",12,2,14,playlist,"shuffle,smart shuffle","i have an old phone that doesn’t update very well so that might be a factor, but my spotify is stuck on smart shuffle and it says i need to buy premium to turn off and put it back to normal or just on normal shuffle. my ipad is different though and it says i have to pay for things like smart shuffle, and i don’t understand why it’s doing that on my phone. i’ve checked and it doesn’t say i have to update it or anything, it just doesn’t work right for me on my phone and i don’t understand why."
25,Google Play,IN,1,"Super glitchy recently. Won't load anything. a lot of ""curated"" playlists just end up being the same couple songs, over and over. there's no ai labels! you don't know if music was made by a real person or not. and the ceo is doing some shady scat. I'm so happy to get rid of this app!",9,4,13,"repetition,playlist","over and over,playlists","super glitchy recently. won't load anything. a lot of ""curated"" playlists just end up being the same couple songs, over and over. there's no ai labels! you don't know if music was made by a real person or not. and the ceo is doing some shady scat. i'm so happy to get rid of this app!"
712,Google Play,IN,5,Spotify is a leading global music streaming platform that provides instant access to over 100 million tracks personalized music discovery It serves as an all in one entertainment hub for music podcasts and audiobooks people enjoying this app The app shifts its music recommendations based on the time of day matching your morning energy or latenight relaxation needs.,13,0,13,"discovery,recommendation","discovery,personalized,recommendations",spotify is a leading global music streaming platform that provides instant access to over 100 million tracks personalized music discovery it serves as an all in one entertainment hub for music podcasts and audiobooks people enjoying this app the app shifts its music recommendations based on the time of day matching your morning energy or latenight relaxation needs.
6590,Apple App Store,CA,5,"Great platform for music, podcasts and audiobooks. Easy to use, with plenty of opportunities to discover new music and artists.",13,0,13,"discovery,artist","artists,discover,new music","great platform for music, podcasts and audiobooks. easy to use, with plenty of opportunities to discover new music and artists."
6666,Apple App Store,CA,5,"Ive loved Spotify so much ever since I got my new phone it has been much better than listening to a dumb radio, overall I have almost no complaints except for the recommendation system, like I like listening to the living tombstone but I never asked for freaking Japanese     Music. Anyways Spotify is great and I recommend it too anyone else. Also I’ve used about 90% of my time on it watching videos",13,0,13,"recommendation,playlist","radio,recommend,recommendation","ive loved spotify so much ever since i got my new phone it has been much better than listening to a dumb radio, overall i have almost no complaints except for the recommendation system, like i like listening to the living tombstone but i never asked for freaking japanese     music. anyways spotify is great and i recommend it too anyone else. also i’ve used about 90% of my time on it watching videos"
3389,Google Play,IN,4,"too many ads, but there are a lot of songs to choose from, and you can have thousands of songs on one playlist. I do wish that when you create a new account, you can try 1-3 weeks of premium without it going to the purchase area, but other than that, it is a really good app with tons of different music styles, genres, types, artists, etc.",12,1,13,"discovery,playlist,artist","artists,different music,genres,playlist","too many ads, but there are a lot of songs to choose from, and you can have thousands of songs on one playlist. i do wish that when you create a new account, you can try 1-3 weeks of premium without it going to the purchase area, but other than that, it is a really good app with tons of different music styles, genres, types, artists, etc."
5024,Apple App Store,US,5,"Besides the..odd..decisions inside their company, Spotify is amazing! It’s super easy to find my music and discover new music",13,0,13,"discovery,personalization","discover,my music,new music","besides the..odd..decisions inside their company, spotify is amazing! it’s super easy to find my music and discover new music"
6159,Apple App Store,AU,3,More repetitive than radio,11,2,13,"repetition,playlist","radio,repetitive",more repetitive than radio
3516,Google Play,IN,1,"WORST music app ever! You think listening to music is an option? You think this free app won't choke you till you buy premium? Hell no! Also, the fact that if you choose one song and can't loop is crazy. And the automatic shuffle?? Jeez! What's next, no listening to music unless I have premium? Its so stupid. There are much better options for music. I only use Spotify to find songs, and that's it. Don't even waste your time.",9,4,13,"discovery,playlist","find songs,shuffle","worst music app ever! you think listening to music is an option? you think this free app won't choke you till you buy premium? hell no! also, the fact that if you choose one song and can't loop is crazy. and the automatic shuffle?? jeez! what's next, no listening to music unless i have premium? its so stupid. there are much better options for music. i only use spotify to find songs, and that's it. don't even waste your time."
2313,Google Play,IN,1,"very bad, I don't understand what's wrong because my music is grey and when I tap my phone lags over and over",9,4,13,"repetition,personalization","my music,over and over","very bad, i don't understand what's wrong because my music is grey and when i tap my phone lags over and over"
6067,Apple App Store,AU,1,"every time i make a playlist i can’t even listen to it because it adds all of its stupid songs. they should make the free one better smh. do not recommend. why are they so greedy? they do not need to put 4 ads in between each song it ruins the mood. and how come i can’t control what order i want to listen to the song? oh because you want more money. this company is so greedy that it won’t allow low-middle class to listen to music comfortably only people who are rich enough can. what is this inequality. i’m so disappointed, it’s 2026, be better.",9,4,13,"recommendation,playlist,personalization","mood,playlist,recommend","every time i make a playlist i can’t even listen to it because it adds all of its stupid songs. they should make the free one better smh. do not recommend. why are they so greedy? they do not need to put 4 ads in between each song it ruins the mood. and how come i can’t control what order i want to listen to the song? oh because you want more money. this company is so greedy that it won’t allow low-middle class to listen to music comfortably only people who are rich enough can. what is this inequality. i’m so disappointed, it’s 2026, be better."
4179,Google Play,IN,4,smart shuffle is not working. please help,12,1,13,playlist,"shuffle,smart shuffle",smart shuffle is not working. please help
3971,Google Play,IN,1,"The app has become so laggy it is basically unusable now: playlist taking minutes to load, same thing for songs afterwards, and sometimes it cannot open an album at all. Today I am not even able to enable shuffle in my playlists. I used to like Spotify but I am forced to find another music platform as it just does not work anymore",8,4,12,playlist,"playlist,playlists,shuffle","the app has become so laggy it is basically unusable now: playlist taking minutes to load, same thing for songs afterwards, and sometimes it cannot open an album at all. today i am not even able to enable shuffle in my playlists. i used to like spotify but i am forced to find another music platform as it just does not work anymore"
2554,Google Play,IN,5,"I always used Spotify, furthermore in the car, the shuffle really knew my music taste",12,0,12,"discovery,playlist,personalization","music taste,my music,shuffle,taste","i always used spotify, furthermore in the car, the shuffle really knew my music taste"
6545,Apple App Store,CA,5,I love it when you get a new songs/playlist on shuffle,12,0,12,"discovery,playlist","new songs,playlist,shuffle",i love it when you get a new songs/playlist on shuffle
5964,Apple App Store,AU,4,"Spotify is a awesome platform for music it has a wide variety of songs and all of the artists.I especially love the little animated and interactive signs you put.The eat the playlist end of year and the disco interactive were my favourite.But I do sometimes find some things to improve.I would like if it was possible to add the eat the playlist to a bigger amount of playlists as it’s quite limited.I find when I’m trying to add some songs from a playlist to another I have to go through the process of pressing the 3 buttons selecting the playlist to add its quite a long process,so if there was this select button where you can tick the song and add them this will make it a lot easier.But over all there aren’t that many flaws.",11,1,12,"discovery,playlist,artist","artists,playlist,playlists,variety","spotify is a awesome platform for music it has a wide variety of songs and all of the artists.i especially love the little animated and interactive signs you put.the eat the playlist end of year and the disco interactive were my favourite.but i do sometimes find some things to improve.i would like if it was possible to add the eat the playlist to a bigger amount of playlists as it’s quite limited.i find when i’m trying to add some songs from a playlist to another i have to go through the process of pressing the 3 buttons selecting the playlist to add its quite a long process,so if there was this select button where you can tick the song and add them this will make it a lot easier.but over all there aren’t that many flaws."
5074,Apple App Store,US,3,Won’t let me shuffle my music so not recommend if you want to listen to the same music over  and over again makes u listen to another song you don’t want to hear 😡,10,2,12,"recommendation,playlist,personalization","my music,recommend,shuffle",won’t let me shuffle my music so not recommend if you want to listen to the same music over  and over again makes u listen to another song you don’t want to hear 😡
5659,Apple App Store,GB,1,"Pls fix the issue where when using shuffle, the first song I choose to listen to ends up repeating after every single next song.",8,4,12,"repetition,playlist","repeating,shuffle","pls fix the issue where when using shuffle, the first song i choose to listen to ends up repeating after every single next song."
3277,Google Play,IN,1,"giving this a new review. the video ads are extremely annoying, and frequently crash my tablet. the ads in general also keep breaking the app where it stops playing a song on repeat after 3 listens. this app has seriously worsened since 2017, and I can no longer say I recommend it.",8,4,12,"recommendation,repetition","recommend,repeat","giving this a new review. the video ads are extremely annoying, and frequently crash my tablet. the ads in general also keep breaking the app where it stops playing a song on repeat after 3 listens. this app has seriously worsened since 2017, and i can no longer say i recommend it."
923,Google Play,IN,2,"Spotify limited its recommendation tracks,Previous version used to recommend very loved tracks from classic ballads n pop,But now its no more available,Mailed to Spotify help desk but not much of help.",9,3,12,recommendation,"recommend,recommendation","spotify limited its recommendation tracks,previous version used to recommend very loved tracks from classic ballads n pop,but now its no more available,mailed to spotify help desk but not much of help."
5220,Apple App Store,US,1,Absolutely trash I hope it all crashes and burns. Also Spotify doesn’t care about their artists what so ever. I don’t suggest signing a contract with these people ever. I’m not kidding don’t ever do it labels are bad already. Learn to be a independent artist it’s worth the grind. This is sad to be honest wish I could write a review without a rating because it be zero stars.,8,4,12,"recommendation,artist","artist,artists,suggest",absolutely trash i hope it all crashes and burns. also spotify doesn’t care about their artists what so ever. i don’t suggest signing a contract with these people ever. i’m not kidding don’t ever do it labels are bad already. learn to be a independent artist it’s worth the grind. this is sad to be honest wish i could write a review without a rating because it be zero stars.
805,Google Play,IN,1,"Locking rewinds, repeats, and skips behind a paywall is just low. Seriously, I can understand you need money to maintain the app, but you already have the money. Rewinding, skipping, and repeating songs are the most basic functions of a music app. People shouldn't need to pay for that. Not to mention the ads. An ad every time a song is played, and then 3-5 ads at a time, every few songs. There's no good free listening experience. I'll just stick to mp3 videos on my files app.",8,4,12,repetition,"repeating,repeats","locking rewinds, repeats, and skips behind a paywall is just low. seriously, i can understand you need money to maintain the app, but you already have the money. rewinding, skipping, and repeating songs are the most basic functions of a music app. people shouldn't need to pay for that. not to mention the ads. an ad every time a song is played, and then 3-5 ads at a time, every few songs. there's no good free listening experience. i'll just stick to mp3 videos on my files app."
730,Google Play,IN,5,this app is Soo good because it clearly shows how your music taste is and they have all the artist you could listen to I would recommend this app to everyone 💗,12,0,12,"discovery,recommendation,personalization,artist","artist,music taste,recommend,taste",this app is soo good because it clearly shows how your music taste is and they have all the artist you could listen to i would recommend this app to everyone 💗
6431,Apple App Store,CA,1,When I signed up I was paying $7.99.  Now it’s close to $30 and the only thing I can tell that’s new is an AI DJ which I didn’t ask for.  Maybe ask a premium from people who actually want this.,8,4,12,playlist,ai dj,when i signed up i was paying $7.99.  now it’s close to $30 and the only thing i can tell that’s new is an ai dj which i didn’t ask for.  maybe ask a premium from people who actually want this.
6658,Apple App Store,CA,2,Updating the price again and again without any better deals for artists is frustrating,9,3,12,"repetition,artist","again and again,artists",updating the price again and again without any better deals for artists is frustrating
1107,Google Play,IN,5,"Have not explored all its' functionality. I pay the Duo Premium and add free is great. Really enjoy this app. All sorts of genres, podcasts and audio books! Lots to explore, discover and enjoy listening!",12,0,12,discovery,"discover,explore,genres","have not explored all its' functionality. i pay the duo premium and add free is great. really enjoy this app. all sorts of genres, podcasts and audio books! lots to explore, discover and enjoy listening!"
5328,Apple App Store,US,5,"I’ve had Spotify for quite a few years now and it’s by far my favorite streaming service. I’ve tried Apple Music on my iPhone and Pandora but they just don’t have the same feel and perks as Spotify. I love that they have the personalized DJ, which plays the songs that you regularly listen to, but also add some that you might enjoy. I love the Spotify rat and I love the different playlists for any in every mood or genre you could think of. It’s definitely worth the premium. I believe it’s $12 with tax but it’s so worth it especially if you love music.",11,0,11,"discovery,recommendation,playlist,personalization","genre,mood,personalized,playlists","i’ve had spotify for quite a few years now and it’s by far my favorite streaming service. i’ve tried apple music on my iphone and pandora but they just don’t have the same feel and perks as spotify. i love that they have the personalized dj, which plays the songs that you regularly listen to, but also add some that you might enjoy. i love the spotify rat and i love the different playlists for any in every mood or genre you could think of. it’s definitely worth the premium. i believe it’s $12 with tax but it’s so worth it especially if you love music."
2118,Google Play,IN,3,"Spotify is almost the best streaming platform, but you need to do more to help upcoming artists get discover, by updating your playlist terms!",9,2,11,"discovery,playlist,artist","artists,discover,playlist","spotify is almost the best streaming platform, but you need to do more to help upcoming artists get discover, by updating your playlist terms!"
429,Google Play,IN,5,I love being able to discover new music!,11,0,11,discovery,"discover,new music",i love being able to discover new music!
1792,Google Play,IN,5,"The music recommendations are always spot on. I love discovering new songs and podcasts every day. Additionally, the sound quality is among the best and my favorite feature in this app is that i can costumize the transition between the song.",11,0,11,"discovery,recommendation","new songs,recommendations","the music recommendations are always spot on. i love discovering new songs and podcasts every day. additionally, the sound quality is among the best and my favorite feature in this app is that i can costumize the transition between the song."
2618,Google Play,IN,5,I love it but I have a request if you can make it to where if there's less songs or repeats on your playlist it doesn't have other recommendations songs? thank you for making Spotify in general:),11,0,11,"recommendation,repetition,playlist","playlist,recommendations,repeats",i love it but i have a request if you can make it to where if there's less songs or repeats on your playlist it doesn't have other recommendations songs? thank you for making spotify in general:)
6792,Apple App Store,NZ,3,"I’ve never had any complaints about Spotify, until the last few weeks. 

It is now regularly stopping playing music. It says, “We’re having trouble playing this song. Try going online…”

It happens even when I’m online.

If I kill the app and restart it, the same song that was failing will pick up exactly where it left off. I can also start playing a new playlist.

Having this happen when I’m driving means I can’t play music until I can safely pull over and restart the app. It doesn’t matter if I’m using CarPlay or not, it happens either way. 

It happens to everybody in my family, as well. There’s no explanation that makes sense, except for a new bug being introduced that’s impacting playback.",9,2,11,"repetition,playlist","playlist,same song","i’ve never had any complaints about spotify, until the last few weeks. 

it is now regularly stopping playing music. it says, “we’re having trouble playing this song. try going online…”

it happens even when i’m online.

if i kill the app and restart it, the same song that was failing will pick up exactly where it left off. i can also start playing a new playlist.

having this happen when i’m driving means i can’t play music until i can safely pull over and restart the app. it doesn’t matter if i’m using carplay or not, it happens either way. 

it happens to everybody in my family, as well. there’s no explanation that makes sense, except for a new bug being introduced that’s impacting playback."
3813,Google Play,IN,5,"Spotify is a great music app with a huge collection of songs and podcasts. It is easy to use, has good sound quality, and helps you discover new music 🎧",11,0,11,discovery,"discover,new music","spotify is a great music app with a huge collection of songs and podcasts. it is easy to use, has good sound quality, and helps you discover new music 🎧"
808,Google Play,IN,1,"A decade + of this app and it STILL has no idea what I listen to. It NEVER gets it right and spams phonk for some stupid reason. I bet I have the largest blocked artist list in spotify history and still ALL I DO IS BLOCK ARTISTS BECAUSE EVEN AFTER 10 YEARS THE SO CALLED ""ALGORITHM"" STILL HAS NO CLUE AT ALL! I came for new stuff maybe not a new band could be years old but never going to find them because your stupid app will spam whatever IT WANTS. YOUR SONGS VANISH FOR UNKNOWN REASONS. NO MORE!",7,4,11,"recommendation,artist","algorithm,artist,artists","a decade + of this app and it still has no idea what i listen to. it never gets it right and spams phonk for some stupid reason. i bet i have the largest blocked artist list in spotify history and still all i do is block artists because even after 10 years the so called ""algorithm"" still has no clue at all! i came for new stuff maybe not a new band could be years old but never going to find them because your stupid app will spam whatever it wants. your songs vanish for unknown reasons. no more!"
1817,Google Play,IN,2,"This app isn't good, if it wasn't for the Bluetooth connection you can do inside the app, I would use YouTube Music that actually gives you a good recommendation of music based on your taste.",8,3,11,"recommendation,personalization","recommendation,taste","this app isn't good, if it wasn't for the bluetooth connection you can do inside the app, i would use youtube music that actually gives you a good recommendation of music based on your taste."
602,Google Play,IN,1,again and again again and again asking for money to play song 😭,7,4,11,repetition,again and again,again and again again and again asking for money to play song 😭
1221,Google Play,IN,1,hey can you stop removing my liked songs? thatd be spectacular. ive been on here for nearly the entire 20 years. tens of thousands of songs ive clicked like on and they all disappear over and over....,7,4,11,repetition,over and over,hey can you stop removing my liked songs? thatd be spectacular. ive been on here for nearly the entire 20 years. tens of thousands of songs ive clicked like on and they all disappear over and over....
945,Google Play,IN,1,edit I when on the app and went through my songs out of 1543 i had about 100 duplicates of same songs (gave me ice ads other than that it's nice to use),7,4,11,repetition,same songs,edit i when on the app and went through my songs out of 1543 i had about 100 duplicates of same songs (gave me ice ads other than that it's nice to use)
3586,Google Play,IN,3,"its always disconnects with my speakers, always the same classic music, like only a hand full of song. there so many artists that they don't play. I tried all the selections in that category & it all the same song basically. oh & they put in songs frome band that are only 5 or 6 years together. like Van fleet. I like their music, but Come on man their not classic music.",9,2,11,"repetition,artist","artists,same song","its always disconnects with my speakers, always the same classic music, like only a hand full of song. there so many artists that they don't play. i tried all the selections in that category & it all the same song basically. oh & they put in songs frome band that are only 5 or 6 years together. like van fleet. i like their music, but come on man their not classic music."
2050,Google Play,IN,1,when I click on music I want to listen to it plays something else and when I play my playlist it doesn't play my playlist it play recommendations and it really makes me sad I can't listen to music I want to listen to and there are to many ads I use to be able to listen to Spotify with no problem but now their are problems I'm having 1 star,7,4,11,"recommendation,playlist","playlist,recommendations",when i click on music i want to listen to it plays something else and when i play my playlist it doesn't play my playlist it play recommendations and it really makes me sad i can't listen to music i want to listen to and there are to many ads i use to be able to listen to spotify with no problem but now their are problems i'm having 1 star
5893,Apple App Store,AU,1,"Some people can’t afford premium and there’s nothing that can kill your vibe better than the repetitive adds so how about you do 1 day every fortnight that is the same as premium rather than offering 3 months free when you go premium.Try to make it so creativity isn’t peppered with irrelevant adds that are already driving me away and 
many others and ditch the intrusive weasel voiceovers that the one male voice has dominated since day one which is annoying enough to make you want to search for and show him how you’d prefer to rip your own face off than hear one more second of his approach to life",7,4,11,repetition,repetitive,"some people can’t afford premium and there’s nothing that can kill your vibe better than the repetitive adds so how about you do 1 day every fortnight that is the same as premium rather than offering 3 months free when you go premium.try to make it so creativity isn’t peppered with irrelevant adds that are already driving me away and 
many others and ditch the intrusive weasel voiceovers that the one male voice has dominated since day one which is annoying enough to make you want to search for and show him how you’d prefer to rip your own face off than hear one more second of his approach to life"
3110,Google Play,IN,1,Show subscription again and again can listen selected song,7,4,11,repetition,again and again,show subscription again and again can listen selected song
1098,Google Play,IN,1,the app is not opening and i can only see the black screen I have also cleared the cache again and again but doesn't work.....,7,4,11,repetition,again and again,the app is not opening and i can only see the black screen i have also cleared the cache again and again but doesn't work.....
6708,Apple App Store,NZ,1,"The functionality of this app is inexcusable. It takes minutes to load when you open it up. Podcasts and playlists frequently don’t download for no reason. So many redundant and unwanted features clot up the screen and make the app laggy and buggy. For a multibillion dollar company these shortcomings are inexcusable. This is also disregarding the companies investments and inability to fairly compensate artists. Finally, despite having premium, Spotify sneaks in ads through podcasts and advertising artists who I couldn’t care less about on home screens. The algorithm is also busted and prioritises songs which are short as they are more profitable. I genuinely hate Spotify with a raging passion 😭",7,4,11,"recommendation,playlist,artist","algorithm,artists,playlists","the functionality of this app is inexcusable. it takes minutes to load when you open it up. podcasts and playlists frequently don’t download for no reason. so many redundant and unwanted features clot up the screen and make the app laggy and buggy. for a multibillion dollar company these shortcomings are inexcusable. this is also disregarding the companies investments and inability to fairly compensate artists. finally, despite having premium, spotify sneaks in ads through podcasts and advertising artists who i couldn’t care less about on home screens. the algorithm is also busted and prioritises songs which are short as they are more profitable. i genuinely hate spotify with a raging passion 😭"
6486,Apple App Store,CA,1,Look up Helsing. look up the payments artists make to get on the Discovery program. Artists are PAYING to be played on spotify and we’re paying to listen to,7,4,11,"discovery,artist","artists,discovery",look up helsing. look up the payments artists make to get on the discovery program. artists are paying to be played on spotify and we’re paying to listen to
6525,Apple App Store,CA,1,"Why are my songs skipping like I’m listening to a cd while running on a discman?
And why does sh suck so bad, so repetitive!! And cuts the songs off!
You suck",7,4,11,repetition,repetitive,"why are my songs skipping like i’m listening to a cd while running on a discman?
and why does sh suck so bad, so repetitive!! and cuts the songs off!
you suck"
5727,Apple App Store,AU,1,Why should we have to buy premium js to listen to our own playlist. I don’t want recommendations from you.,7,4,11,"recommendation,playlist","playlist,recommendations",why should we have to buy premium js to listen to our own playlist. i don’t want recommendations from you.
5192,Apple App Store,US,1,"I listen to one song then 5 ads, one song 5 ads over and over, used to be a handful of songs then a couple ads.  And no I’m not paying for premium because I’m not an idiot",7,4,11,repetition,over and over,"i listen to one song then 5 ads, one song 5 ads over and over, used to be a handful of songs then a couple ads.  and no i’m not paying for premium because i’m not an idiot"
4821,Google Play,IN,1,can't even let us play what song we like after a while of playing music and also can't rewind the same song at some point without buying premium. Absolute rubbish,7,4,11,repetition,same song,can't even let us play what song we like after a while of playing music and also can't rewind the same song at some point without buying premium. absolute rubbish
3188,Google Play,IN,1,"This app is so frustrating. It keeps showing ads over and over again and constantly tries to force users into buying the premium version. Now it's even saying that I can't play the songs I want because I'm only allowed to skip six songs per day. This is just too much. It used to be my favorite app, but now it's one of the worst.",7,4,11,repetition,over and over,"this app is so frustrating. it keeps showing ads over and over again and constantly tries to force users into buying the premium version. now it's even saying that i can't play the songs i want because i'm only allowed to skip six songs per day. this is just too much. it used to be my favorite app, but now it's one of the worst."
5718,Apple App Store,AU,3,"I love to learn about new artists, but the fact that it's a paid feature when iTunes and Amazon Music already have it on demand. It's not a great business practice to paywall a basic feature.",8,2,10,"discovery,artist","artists,new artists","i love to learn about new artists, but the fact that it's a paid feature when itunes and amazon music already have it on demand. it's not a great business practice to paywall a basic feature."
1557,Google Play,IN,5,"Spotify is pure musical heaven! The song recommendations are scarily accurate, and the curated playlists for every mood and occasion are absolutely perfect. Podcasts are seamlessly integrated too, making this the ultimate audio entertainment app. My life literally has a soundtrack now.",10,0,10,"recommendation,playlist,personalization","mood,playlists,recommendations","spotify is pure musical heaven! the song recommendations are scarily accurate, and the curated playlists for every mood and occasion are absolutely perfect. podcasts are seamlessly integrated too, making this the ultimate audio entertainment app. my life literally has a soundtrack now."
1435,Google Play,IN,4,Great experience. It would be nice to have more of a variety of commercials on the free version so I'm not hearing a repeat one after another. I plan to get premium soon.,9,1,10,"discovery,repetition","repeat,variety",great experience. it would be nice to have more of a variety of commercials on the free version so i'm not hearing a repeat one after another. i plan to get premium soon.
6560,Apple App Store,CA,4,"I was adding songs to my playlist and it kept on adding the same song. I don’t know if it’s because of the new update, but it used to tell me that the song was already in my playlist but now it’s adding the song same to the playlist even though it’s already on that playlist and it’s starting to get a bit annoying",9,1,10,"repetition,playlist","playlist,same song","i was adding songs to my playlist and it kept on adding the same song. i don’t know if it’s because of the new update, but it used to tell me that the song was already in my playlist but now it’s adding the song same to the playlist even though it’s already on that playlist and it’s starting to get a bit annoying"
1312,Google Play,IN,3,"I just downloaded it and already I'm annoyed. I open it up and scroll through a bunch of bands. Many of which I couldn't care less about because of their genre. How about instead, have your users scroll through a list of genres. Then, once they're done with that, list a bunch of bands of those genres. Because I hate most country and rap/R&B, and keep seeing artists from those genres I would never listen too. Or, after choosing the genres, start playing songs from them immediately.",8,2,10,"discovery,artist","artists,genre,genres","i just downloaded it and already i'm annoyed. i open it up and scroll through a bunch of bands. many of which i couldn't care less about because of their genre. how about instead, have your users scroll through a list of genres. then, once they're done with that, list a bunch of bands of those genres. because i hate most country and rap/r&b, and keep seeing artists from those genres i would never listen too. or, after choosing the genres, start playing songs from them immediately."
3894,Google Play,IN,3,"Offers audiobooks but limits your listening time, even with paid subscriptions. Offers to give a ""top off"" of 10 hrs for $12.99. AI DJ is just extra noise when playing the made for you play lists. New widget for the app takes up more space 4x2 now. doesn't work or show pictures of play lists unless connected to high data areas. 4x1 option was better and preferred for my setup.",8,2,10,playlist,ai dj,"offers audiobooks but limits your listening time, even with paid subscriptions. offers to give a ""top off"" of 10 hrs for $12.99. ai dj is just extra noise when playing the made for you play lists. new widget for the app takes up more space 4x2 now. doesn't work or show pictures of play lists unless connected to high data areas. 4x1 option was better and preferred for my setup."
574,Google Play,IN,1,"I've almost completely moved to bandcamp i suggest you do the same. the performance on this app is abysmal at best and it is unable to load anything. and now, it's not saving my playlist changes. I try to add a song to a Playlist, something simple right? wrong, the app has no idea I've even done anything. the. app. doesn't. work.",6,4,10,"recommendation,playlist","playlist,suggest","i've almost completely moved to bandcamp i suggest you do the same. the performance on this app is abysmal at best and it is unable to load anything. and now, it's not saving my playlist changes. i try to add a song to a playlist, something simple right? wrong, the app has no idea i've even done anything. the. app. doesn't. work."
6409,Apple App Store,CA,5,Spotify really helped me lock in while drawing and it silenced my annoying brother also I really like the different music styles and taste in my playlists thank you so much for bringing the Spotify joy to my life ❤️,10,0,10,"discovery,playlist,personalization","different music,playlists,taste",spotify really helped me lock in while drawing and it silenced my annoying brother also i really like the different music styles and taste in my playlists thank you so much for bringing the spotify joy to my life ❤️
3112,Google Play,IN,2,"i really like this app but now I can't play the song more than 2 times, if you don't have premium thats suck because you can't play the same song again. I know that this is your way to make more money and for some arthritis to have more listener but i don't like the update",7,3,10,repetition,same song,"i really like this app but now i can't play the song more than 2 times, if you don't have premium thats suck because you can't play the same song again. i know that this is your way to make more money and for some arthritis to have more listener but i don't like the update"
5981,Apple App Store,AU,2,Premium is soooooo expensive and it’s so annoying how when I’m listening to music on a playlist that doesn’t have like a million songs in it it auto adds recommendations like I was try a listen to drakes new album to review it it’s rlly bad btw but it kept adding other songs into the mix like bro ur joking plus only 15 hours a MONTH of audio book listening for premium????? Paying to get ripped off fr cuz that’s crazy. So not worth it and my school isn’t even there for the student premium thingy also the prices DO NOTTTTT need to be that expensive like bro ur a multi million company these prices do not need to be that high 💔💔💔💔💔💔💔💔💔💔💔💔 pls be better.,7,3,10,"recommendation,playlist","playlist,recommendations",premium is soooooo expensive and it’s so annoying how when i’m listening to music on a playlist that doesn’t have like a million songs in it it auto adds recommendations like i was try a listen to drakes new album to review it it’s rlly bad btw but it kept adding other songs into the mix like bro ur joking plus only 15 hours a month of audio book listening for premium????? paying to get ripped off fr cuz that’s crazy. so not worth it and my school isn’t even there for the student premium thingy also the prices do nottttt need to be that expensive like bro ur a multi million company these prices do not need to be that high 💔💔💔💔💔💔💔💔💔💔💔💔 pls be better.
