original_review_id,source,country,rating,review,discovery_score,rating_bonus,priority_score,categories,matched_terms
2050,Google Play,IN,1,when I click on music I want to listen to it plays something else and when I play my playlist it doesn't play my playlist it play recommendations and it really makes me sad I can't listen to music I want to listen to and there are to many ads I use to be able to listen to Spotify with no problem but now their are problems I'm having 1 star,7,4,11,"recommendation,playlist","playlist,recommendations"
3110,Google Play,IN,1,Show subscription again and again can listen selected song,7,4,11,repetition,again and again
3188,Google Play,IN,1,"This app is so frustrating. It keeps showing ads over and over again and constantly tries to force users into buying the premium version. Now it's even saying that I can't play the songs I want because I'm only allowed to skip six songs per day. This is just too much. It used to be my favorite app, but now it's one of the worst.",7,4,11,repetition,over and over
4821,Google Play,IN,1,can't even let us play what song we like after a while of playing music and also can't rewind the same song at some point without buying premium. Absolute rubbish,7,4,11,repetition,same song
5192,Apple App Store,US,1,"I listen to one song then 5 ads, one song 5 ads over and over, used to be a handful of songs then a couple ads.  And no I’m not paying for premium because I’m not an idiot",7,4,11,repetition,over and over
5727,Apple App Store,AU,1,Why should we have to buy premium js to listen to our own playlist. I don’t want recommendations from you.,7,4,11,"recommendation,playlist","playlist,recommendations"
5893,Apple App Store,AU,1,"Some people can’t afford premium and there’s nothing that can kill your vibe better than the repetitive adds so how about you do 1 day every fortnight that is the same as premium rather than offering 3 months free when you go premium.Try to make it so creativity isn’t peppered with irrelevant adds that are already driving me away and 
many others and ditch the intrusive weasel voiceovers that the one male voice has dominated since day one which is annoying enough to make you want to search for and show him how you’d prefer to rip your own face off than hear one more second of his approach to life",7,4,11,repetition,repetitive
6486,Apple App Store,CA,1,Look up Helsing. look up the payments artists make to get on the Discovery program. Artists are PAYING to be played on spotify and we’re paying to listen to,7,4,11,"discovery,artist","artists,discovery"
6525,Apple App Store,CA,1,"Why are my songs skipping like I’m listening to a cd while running on a discman?
And why does sh suck so bad, so repetitive!! And cuts the songs off!
You suck",7,4,11,repetition,repetitive
6708,Apple App Store,NZ,1,"The functionality of this app is inexcusable. It takes minutes to load when you open it up. Podcasts and playlists frequently don’t download for no reason. So many redundant and unwanted features clot up the screen and make the app laggy and buggy. For a multibillion dollar company these shortcomings are inexcusable. This is also disregarding the companies investments and inability to fairly compensate artists. Finally, despite having premium, Spotify sneaks in ads through podcasts and advertising artists who I couldn’t care less about on home screens. The algorithm is also busted and prioritises songs which are short as they are more profitable. I genuinely hate Spotify with a raging passion 😭",7,4,11,"recommendation,playlist,artist","algorithm,artists,playlists"
1557,Google Play,IN,5,"Spotify is pure musical heaven! The song recommendations are scarily accurate, and the curated playlists for every mood and occasion are absolutely perfect. Podcasts are seamlessly integrated too, making this the ultimate audio entertainment app. My life literally has a soundtrack now.",10,0,10,"recommendation,playlist,personalization","mood,playlists,recommendations"
6409,Apple App Store,CA,5,Spotify really helped me lock in while drawing and it silenced my annoying brother also I really like the different music styles and taste in my playlists thank you so much for bringing the Spotify joy to my life ❤️,10,0,10,"discovery,playlist,personalization","different music,playlists,taste"
1435,Google Play,IN,4,Great experience. It would be nice to have more of a variety of commercials on the free version so I'm not hearing a repeat one after another. I plan to get premium soon.,9,1,10,"discovery,repetition","repeat,variety"
6560,Apple App Store,CA,4,"I was adding songs to my playlist and it kept on adding the same song. I don’t know if it’s because of the new update, but it used to tell me that the song was already in my playlist but now it’s adding the song same to the playlist even though it’s already on that playlist and it’s starting to get a bit annoying",9,1,10,"repetition,playlist","playlist,same song"
1312,Google Play,IN,3,"I just downloaded it and already I'm annoyed. I open it up and scroll through a bunch of bands. Many of which I couldn't care less about because of their genre. How about instead, have your users scroll through a list of genres. Then, once they're done with that, list a bunch of bands of those genres. Because I hate most country and rap/R&B, and keep seeing artists from those genres I would never listen too. Or, after choosing the genres, start playing songs from them immediately.",8,2,10,"discovery,artist","artists,genre,genres"
3894,Google Play,IN,3,"Offers audiobooks but limits your listening time, even with paid subscriptions. Offers to give a ""top off"" of 10 hrs for $12.99. AI DJ is just extra noise when playing the made for you play lists. New widget for the app takes up more space 4x2 now. doesn't work or show pictures of play lists unless connected to high data areas. 4x1 option was better and preferred for my setup.",8,2,10,playlist,ai dj
5718,Apple App Store,AU,3,"I love to learn about new artists, but the fact that it's a paid feature when iTunes and Amazon Music already have it on demand. It's not a great business practice to paywall a basic feature.",8,2,10,"discovery,artist","artists,new artists"
5760,Apple App Store,AU,3,"Good app but hate how for non premium users they can’t change queue, skip back, skip through songs and whenever they listed to albums it’s always on shuffle play and adds recommended songs.",8,2,10,"recommendation,playlist","recommended,shuffle"
3112,Google Play,IN,2,"i really like this app but now I can't play the song more than 2 times, if you don't have premium thats suck because you can't play the same song again. I know that this is your way to make more money and for some arthritis to have more listener but i don't like the update",7,3,10,repetition,same song
3433,Google Play,IN,2,"hi I just got logged out of my account because the log in link that was supposed to expire in 4 hours expired and I automatically got logged out of my account and when I tried to log in using your Spotify log in link it did not send anything whatsoever despite me trying to do it again and again and after all that trying to get a link it decided to stop ""sending"" anymore and saying error and now I'm logged out of my account because my password that I saved was incorrect says by your app",7,3,10,repetition,again and again
5981,Apple App Store,AU,2,Premium is soooooo expensive and it’s so annoying how when I’m listening to music on a playlist that doesn’t have like a million songs in it it auto adds recommendations like I was try a listen to drakes new album to review it it’s rlly bad btw but it kept adding other songs into the mix like bro ur joking plus only 15 hours a MONTH of audio book listening for premium????? Paying to get ripped off fr cuz that’s crazy. So not worth it and my school isn’t even there for the student premium thingy also the prices DO NOTTTTT need to be that expensive like bro ur a multi million company these prices do not need to be that high 💔💔💔💔💔💔💔💔💔💔💔💔 pls be better.,7,3,10,"recommendation,playlist","playlist,recommendations"
224,Google Play,IN,1,"My main point of discontentment with Spotify would be the ""shuffle"" setting. It seems to select a small group of songs and artists to play despite the fact that I have a library of thousands of songs. Somehow my shuffle setting frequently plays the same ""popular"" songs/artists. Not a true shuffle, selective playtime for certain artists. It's pretty obvious Spotify presents us with certain content by design regardless of shuffle setting. App freezes and crashes often as well. Boo!!!",6,4,10,"playlist,artist","artists,shuffle"
574,Google Play,IN,1,"I've almost completely moved to bandcamp i suggest you do the same. the performance on this app is abysmal at best and it is unable to load anything. and now, it's not saving my playlist changes. I try to add a song to a Playlist, something simple right? wrong, the app has no idea I've even done anything. the. app. doesn't. work.",6,4,10,"recommendation,playlist","playlist,suggest"
1039,Google Play,IN,1,"I hate Spotify. It keeps playing an ad. After least about 2 songs play is getting on my nerves, and I can't use it because it is not working right. All I see is a black screen. This app is terrible.",6,4,10,repetition,keeps playing
1130,Google Play,IN,1,I loved it until today it put me on shuffle on my Playlist and I wanted to listen to my 3 fav songs amd after 1 of them it put me on hair dye and im not able to change it back,6,4,10,playlist,"playlist,shuffle"
1502,Google Play,IN,1,"Spotify used to be good. But the issue is that the mobile app feels like it's becoming unusable for people without premium. earlier today I was listening to an album with 34 songs. Let me repeat, THIRTY FOUR songs, it played two of those songs, then started playing songs by completely different artists. Alongside that, I can't loop songs, I don't know whether thats the mobile version in general, or just a premium thing, but either way, the fact that I can't loop songs on a MUSIC APP is insane.",6,4,10,"repetition,artist","artists,repeat"
1856,Google Play,IN,1,littered with AI generated artists and songs. you can barely listen to music on the free version due to limited skips and constant ads. they take money from artists. it may be free but if you care about the artists and hate generative AI I wouldn't recommend it.,6,4,10,"recommendation,artist","artists,recommend"
1965,Google Play,IN,1,"i can't even play songs which I like to hear. it's really bad. I even wait patiently to finish the ads. Now, I have to find a new music app. This is so annoying.",6,4,10,discovery,new music
1969,Google Play,IN,1,i continually edit this review based on what Spotify as a product and company are doing and not doing. right now shuffle has been playing the same set of songs from my music regardless of what I select to start. its kind of the exact opposite of shuffle. i pay too much for a post-ipod app to have a shuffle function that is prehiood. 1 star.,6,4,10,"playlist,personalization","my music,shuffle"
2459,Google Play,IN,1,it keeps playing random songs horrible amount of ads and I won't let me go back in songs,6,4,10,repetition,keeps playing
2662,Google Play,IN,1,"You don't care for the artists, you don't care for the consumer (exorbitant fees and 'free' users subjected (enslaved in some respects) to crazy amounts of ads). All you care for is yourselves and your bottom line. I'm better off flicking through the radio stations to listen to music. Bye bye Spotifye",6,4,10,"playlist,artist","artists,radio"
2965,Google Play,IN,1,"All cute and nice on the first week, then, it shows it's true colors. Forced to listen to a Playlist in shuffle? Hell nah, instant-unistall.",6,4,10,playlist,"playlist,shuffle"
3532,Google Play,IN,1,"5 minutes of songs with 2 minutes of ads. can only listen to so many books with a subscription. I'll get the subscription again, if you can do a little better. otherwise I can just be a pirate instead. Why don't you know how shuffle works? it's supposed to shuffle my whole playlist, not just a bunch of songs you want me to hear on loop.",6,4,10,playlist,"playlist,shuffle"
3849,Google Play,IN,1,Please urgently fix the shuffle. Many of us have tried everything so that a 30 hour long Playlist doesn't play the same 20 songs yet the app still does so. It is very annoying and frustrating wanting to play ALL of your songs and only hearing the same 5 to the point where you can't stand listening to them again. It ruins the experience of listening to music. Please change this. The app would be great if this wasn't such a big issue.,6,4,10,playlist,"playlist,shuffle"
4041,Google Play,IN,1,"you guys have gotten so much wprse after this fricking update. I dont want you to play recommend songs in my Playlist. thats not your business and stop the ads. the more ads you give the more I want tk delete Spotify because gosh, you're annoying",6,4,10,"recommendation,playlist","playlist,recommend"
5269,Apple App Store,US,1,"As a new music producer, your 1000 stream minimum for royalty eligibility is criminal.  I’m disabled and Spotify is literally stealing money from me.",6,4,10,discovery,new music
5398,Apple App Store,US,1,I want to find NEW music not the same 500 songs I already know,6,4,10,discovery,new music
5473,Apple App Store,US,1,"With premium, it's amazing. But if you're broke like me, it's awful. All the songs are on shuffle and you have to pay to play your playlist in order. If your playlist is short with the hack of listening to the songs you actually want to, they add random songs. It wouldn't be an issue if you could skip it without getting FOUR ADS per 2 skips. You gets SO MANY ADS per every few songs and I can't skip them ever. There is more ads than music. ALSO this part drives me so mad the most: You can't rewind the song or go back to your favorite part in the song. If you want to listen to a song again, you have to click it, which will most likely just give you an ad. If you listen to a song just because of one part, don't do it on Spotify. It's a really great music app IF you have premium, otherwise, YouTube is infinitely better.",6,4,10,playlist,"playlist,shuffle"
5900,Apple App Store,AU,1,Ads are too frequent and run for very long and subscription is pricey. Repeats songs on my playlist each time I listen,6,4,10,"repetition,playlist","playlist,repeats"
6256,Apple App Store,CA,1,"It doesn’t shuffle music when you try to shuffle it. Plays the same music no matter how much you shuffle playlists. 
Really intolerable algorithms too.",6,4,10,playlist,"playlists,shuffle"
243,Google Play,IN,5,"The new releas was my first time hearing and I instantly fell for it. Recommended to all my friends and associates. I'm definitely buying if I can for Grand boys.Its fresh,thought provoking. I think all could benefit plus enjoy. I love ❤️ 😍.",9,0,9,"discovery,recommendation","fresh,recommended"
901,Google Play,IN,5,My favorite music app I just love it's auto recommended playlists of the same genre with good audio quality and lyrics just hoping for more often discounts,9,0,9,"discovery,recommendation,playlist","genre,playlists,recommended"
5521,Apple App Store,GB,5,"After I watched the Michael Jackson movie, I really wanted to get to know his music a bit more. And thats where Spotify came into the story! What I put for one of my artist, I obviously put MJ. And Spotify had EVERY SINGLE SONG of his. Even from when he was in The Jackson 5. I also have rehearsals for my play and it also has all the songs I need to learn on there. Spotify has really help me on my music journey and hopefully more people discover Spotify and it helps them too!! I LOVE YOU SPOTIFY!!!!!!!💖💖💖😘😘😘🫶🫶🫶🫰🫰🫰✨✨✨",9,0,9,"discovery,personalization,artist","artist,discover,my music"
5723,Apple App Store,AU,5,"Overall very good, but continues to play the same 10 songs over and over again on a playlist of 2,000",9,0,9,"repetition,playlist","over and over,playlist"
6188,Apple App Store,AU,5,Spotify just has a better algorithm for discovering new music and suggesting songs,9,0,9,"discovery,recommendation","algorithm,new music"
6651,Apple App Store,CA,5,Been using Spotify for over a decade now. Was pleasantly surprised by random international music in different languages in their collection that I didn’t find in Apple Music or Amazon. Though it is annoying that songs go missing from my playlist from time to time and then later another version of the same song gets reuploaded but it doesn’t add the song back in my playlist.,9,0,9,"repetition,playlist","playlist,same song"
1215,Google Play,IN,4,Listen to this all the time. Recommend songs not always spot on and app pretty easy to navigate but sorting and filtering not always easy or the find in My Playlist. But enjoy lyrics and info re artists,8,1,9,"recommendation,playlist,artist","artists,playlist,recommend"
2786,Google Play,IN,4,Even if you don't have premium it won't make a major difference unless you're playing a specific album or Playlist and a whole other artist plays it's quite annoying actually but other than that would 100%recommend it to anyone and premium is affordable for what it offers.,8,1,9,"recommendation,playlist,artist","artist,playlist,recommend"
4627,Google Play,IN,4,improve the playlist taste also easy showing of the song genre,8,1,9,"discovery,playlist,personalization","genre,playlist,taste"
6463,Apple App Store,CA,4,Spotify is great they have almost every song you can think of they have an ai dj that’s great for long car rides  and a they got Spotify raps which show year your over all listening stats of the year,8,1,9,playlist,ai dj
1133,Google Play,IN,3,it is good but treats the free version very bad. I always get my skips wasted because it only gives me recommendations and not the playlist I wanted to listen to. this company is no selfish and greedy,7,2,9,"recommendation,playlist","playlist,recommendations"
1411,Google Play,IN,3,"Spotify Devs seem very disconnected from their users, building playlists and recommendations gets worse each update. and it's still impossible to switch playlists after a song rather than instantly without using the cue.",7,2,9,"recommendation,playlist","playlists,recommendations"
2301,Google Play,IN,3,"this app is good, even with the free version but nowadays for a few weeks the app is not responding and opening and I'm having to reinstall ot again and again.",7,2,9,repetition,again and again
6488,Apple App Store,CA,3,"I really like using the app and I don’t mind the monthly payments. I don’t think the increase is worth it though. Also, the random is not random every day. It plays the same damn songs in a row in order and doesn’t matter how you switch it. it always plays the same songs in a row, which is extremely annoying and even enough to cancel. This is the reason for the three star review.",7,2,9,repetition,same songs
6808,Apple App Store,SG,3,"I like listening to musics from different countries. Significant part of my playlist is English, Russian and Kazakh songs. And Spotify fails to mix all this music so badly. Recommendations are mediocre and monotonous, there is no surprise effect. 

Still using yandex music because honestly it’s so much better recommending music, but because they don’t have licenses with major labels, I end up using Yandex music for recommendations and Spotify for new releases. Still spend most of my time with Yandex",7,2,9,"recommendation,playlist","playlist,recommendations"
1899,Google Play,IN,2,I used to listen in my music app but recently i downloaded spotify and used while in free After two or three updates i rather use my music app Spotify lock necessarily things like shuffle and skipping songs unlimited and gives you all of this in a premium spotify account It doesnt worth anymore,6,3,9,"playlist,personalization","my music,shuffle"
5750,Apple App Store,AU,2,The songs are good but i have a long playlist and yet it barely uses my playlist songs and use the recommended songs even though i have 208 songs in that playlist 😭,6,3,9,"recommendation,playlist","playlist,recommended"
6296,Apple App Store,CA,2,"The app is lagging and when you close the app, the music keeps playing",6,3,9,repetition,keeps playing
6573,Apple App Store,CA,2,"First of all this new update doesn’t let me loop my songs! Next, if I’m listening to a song from my liked songs, I can’t go to the next song in my playlist, it just gives me songs I don’t wanna listen to! Also wdym I have to pay premium to now choose my songs? I listened to a minimum and it went to recommended. It won’t let me go back or forward, it just goes the way it wants to but not the way I want it to. I can’t tap on lyrics to fast forward to a certain time in the song! I just wanna listen to my liked songs, please Spotify I beg! Fix these please!",6,3,9,"recommendation,playlist","playlist,recommended"
6859,Apple App Store,SG,2,It assumed my gender and recommended me a male out playlist as well as whatever mommy asmr is the cover page was Sus and I felt really uncomfortable btw I listen mostly to pop songs,6,3,9,"recommendation,playlist","playlist,recommended"
1824,Google Play,IN,1,Playlist are not good they are not as my mood,5,4,9,"playlist,personalization","mood,playlist"
1885,Google Play,IN,1,"The Family Plan setup needs a major update. Right now, only one parent gets to act as the plan manager, meaning only one person gets the audiobook time and account management control. In a family household, both parents should absolutely be able to manage the account and share those perks. Also, the AI music algorithm is incredibly frustrating compared to platforms like Pandora. It rarely plays what you actually want to hear unless you sit down and build your own playlist from scratch. Honestly,",5,4,9,"recommendation,playlist","algorithm,playlist"
2548,Google Play,IN,1,"6 years after switching to Amazon music, I couldn't be happier. There were features I loved in Spotify, they had a slightly deeper library in a couple obscure genres, and I miss the playlists I spent countless hours curating, but after you get used to the Amazon Music interface, it's a better value at $69.99/yr annual subscription. Spotify is charging you WAY more than their service is worth. If they ever offer annual subscription discounts, I'll switch back, but not likely.",5,4,9,"discovery,playlist","genres,playlists"
3732,Google Play,IN,1,"a random nsfw playlist showed up...and won't go away. i have reported it, blocked the artis, removed from my taste. and it won't go away. I usually love the app but this experience is horrible. I need an easy way to block whole playlist so it will never be shown again and my reports to be taken seriously!",5,4,9,"playlist,personalization","playlist,taste"
5019,Apple App Store,US,1,"Old Review: Yes you’re free but you’ve been pushing ads to much & your pricing is quite a lot for premium. New Review: Still money hungry as usual which is Ridiculous and Stop with the Murder/Ghost Story Advertising Podcasts from appearing in my Recommendations, I don’t like hearing those. Update: In 2026, Unusable while poor, it’s changed a whole lot for nothing. The subscription is ridiculous amount of money it wants for it. If you’re a millionaire go for it even a billionaire. Icon used to be a green disco ball, we all miss it.",5,4,9,recommendation,recommendations
6923,Apple App Store,SG,1,Please add tagging for AI music. was having a good day until AI was forced upon me in my discovery weekly. Ew,5,4,9,discovery,discovery
696,Google Play,IN,5,"always wonderful and intuitive, I've found thousands of new artists and songs",8,0,8,"discovery,artist","artists,new artists"
3067,Google Play,IN,5,Fantastic music app with a huge library and excellent personalized recommendations.,8,0,8,recommendation,"personalized,recommendations"
3920,Google Play,IN,5,"Crazy app. I tried out premium.. And i just.. Couldn't go back. Offline downloads, no ads, unlimited skips and repeats, choose whichever song you want, no shuffle (if you don't want to)— i like the feature where you can compete with friends for song listening minutes.",8,0,8,"repetition,playlist","repeats,shuffle"
5006,Apple App Store,US,5,"I’ve been using Spotify foe a while and it an amazing source for music, podcasts, and discovering new artists!!",8,0,8,"discovery,artist","artists,new artists"
5500,Apple App Store,GB,5,Because it is very convenient to my music taste and I LOVE IT,8,0,8,"discovery,personalization","music taste,my music,taste"
5578,Apple App Store,GB,5,"Best way to play my music, all my favourite songs, artists, music videos and podcasts.
Recommended to all. ⭐️⭐️⭐️⭐️⭐️",8,0,8,"recommendation,personalization,artist","artists,my music,recommended"
5790,Apple App Store,AU,5,"Spotify is great! It lets you listen to a lot of music for a long time. You can follow your favourite artists and make your own playlists. I use free Spotify but it still works just as good as premium. One thing though, my listening stats randomly disappeared which I was kind of annoyed about but it’s not too serious. Overall I would really recommend Spotify because it’s great for listening to music or podcasts and you can follow your friends.",8,0,8,"recommendation,playlist,artist","artists,playlists,recommend"
6257,Apple App Store,CA,5,This app is really good for listening to allllll kinds of music and the ai DJ is very good and knows just what to play,8,0,8,playlist,ai dj
6523,Apple App Store,CA,5,Spotify has helped me through so much it may seem overdramatic but it has every song you can think of and that is something that k think everyone can love. It has a whole bunch of songs like a whole bunch and it is a great music app. Spotify is the only app I’ve used for music I’ve never used any other app because Spotify has caught my full attention. You can add as many songs as you want to one playlist but you can make multiple playlists and you can also use ai to make a playlist which is great because if you don’t know some songs Spotify has got your back. I most definitely recommend Spotify.,8,0,8,"recommendation,playlist","playlist,playlists,recommend"
6626,Apple App Store,CA,5,Was great has been declining with the tech issues and poor discoverability of new artists. But seems like it’s been getting better recently. Too many ads if you don’t pay to play though. But still accessible to everyone so not that bad..,8,0,8,"discovery,artist","artists,new artists"
6676,Apple App Store,CA,5,"Best music app for human, the AI DJ X knows me well, giving the right beat and vibe at any time",8,0,8,playlist,ai dj
6762,Apple App Store,NZ,5,10/10 been a user for years and am a big fan the only thing I can suggest is a better shuffle system,8,0,8,"recommendation,playlist","shuffle,suggest"
6895,Apple App Store,SG,5,"Spotify offers an amazing music experience with a huge library of songs, podcasts, and personalized recommendations. I use it every day!",8,0,8,recommendation,"personalized,recommendations"
379,Google Play,IN,4,"Great variety.Howecer, give subscribers their space to play their playlists and try not to choose songs for them.",7,1,8,"discovery,playlist","playlists,variety"
3831,Google Play,IN,4,other than the fact that I can't play same song more than a certain number of times for free it's pretty good and premium is extremely good when I tried it,7,1,8,repetition,same song
4012,Google Play,IN,4,"Spotify is an amazing music streaming platform with a great user experience, excellent recommendations, and a huge music library. However, it's disappointing that my country, Bangladesh, still doesn't have an official Spotify Chart, even though Spotify has been officially available here for years. Adding an official Bangladesh Spotify Chart would help fans support their favorite artists and give local musicians the recognition they deserve. I hope Spotify introduces an official BD chart 📉",7,1,8,"recommendation,artist","artists,recommendations"
2707,Google Play,IN,3,"The app is great for listening to music & finding new music. HOWEVER, I have been having billing issues that Spotify never resolved. They told me to take it up with Google and the bank. That they are not responsible for billing when it is done through Google Play. But in my experience I haven't found any way to just pay for the Spotify not through my Google Play so I'm very confused. Basically, the app & the music itself is good, but the company and their support team is kind of garbage.",6,2,8,discovery,new music
2902,Google Play,IN,3,"app hasn't had any notable innovative features in the last 7 years. needs better podcast function. song and playlist suggestion, frinlend sharing... you get the idea. we were supposed to have flying cars by now. invest in R&D, I'm thinking of moving apps.",6,2,8,"recommendation,playlist","playlist,suggestion"
5016,Apple App Store,US,3,"Since Spotify dj was added suggested songs have become far too limited, the DJ SHUFFLES my existing songs instead of introducing me to new music. and when I play a song it no longer recommends good new music. 

Bring back new music exposure!",6,2,8,discovery,new music
5257,Apple App Store,US,3,Every time I listen to my playlist it keeps putting in songs that aren’t on my playlist and saying “in your recommended” when I just wanna listen to my playlist and also it started saying “you can only listen to your own music for a couple hours” like what????,6,2,8,"recommendation,playlist","playlist,recommended"
5523,Apple App Store,GB,3,"Spotify keeps over complicated simple thing example, when listening to something you want to click on the Album by clicking the Song Title or go to the Artist you click the Artist name. This is gone why it works and now has added more clicks and check what your clicking on to go where you want it’s just slower and not as easy and also Your Library why can I only pin 4 playlists like what why does it matter, it’s always so much effort to find my music my library should only have my playlists in it or what I want to be displayed this is definitely making me want to try other music players when all I want is what was on the app before just no need to fix these things",6,2,8,"playlist,personalization,artist","artist,my music,playlists"
5951,Apple App Store,AU,3,"I’ve been using Spotify Free, and I’m frustrated that I was unable to play the songs I wanted because of playback restrictions. I understand that Premium offers additional features, but being told to wait until tomorrow or pay just to listen to music made for a poor user experience. I’d like clearer explanations of these limits and more flexibility for free users. Also I cannot skip it back in songs any more like I’ll play a song from an album and after that song instead of it going to the next song in the album it just plays some random music from the whole different artist that I have no idea about. And, they have removed the replay button so I can’t put the song on repeat. and most times I don’t really mind the ads but you can’t just take away the replay button and put on an amount on how many songs you can listen to before you can’t play the anymore. COME ON APP DO BETTER",6,2,8,"repetition,artist","artist,repeat"
6114,Apple App Store,AU,3,"This used to be my go to music streaming app, but the new “update” has been making me frustrated. I can’t even play my playlist, and it adds some unrelated songs i don’t even listen to (IT’S STUCK ON SHUFFLE!). And wdym you can’t even order, delete, control shuffle or not, and you have to pay for it now. Please fix this.",6,2,8,playlist,"playlist,shuffle"
2147,Google Play,IN,2,this app works smoothly but doesn't have very diverse music it only has mostly the original it doesn't have much slowed or sped up which is annoying you can't play the ones that you want for the moment you have to listen to it shuffled if you don't have premium and you have to listen to a lot of ads. sometimes you can't even listen to music for a long period of time before it says you have to pay premium there are so many basic functions in here that you have to pay for Spotify do better 😡,5,3,8,discovery,diverse
6429,Apple App Store,CA,2,"App is totally bloated with features, slow to load any content, slow to search, hard to find stuff, hard to discover content. At times unusable",5,3,8,discovery,discover
941,Google Play,IN,5,"A great range of music, podcasts for family or for own moments, not too many adds. Have found some music and other sources I ve become obsessed. A benefit is diffrent Playlists for different moods, not to mention you can do free or purchase and when you do it even comes with audio books. Too much to discover from all over the world .",7,0,7,"discovery,playlist","discover,playlists"
1142,Google Play,IN,5,"I'm profoundly deaf, and I use the ""sound tube bar"" as a gift from my missus. Spotify has given me the opportunity to explore the richness of all kinds of music genres, whether it's rock, pop, or something else. Spotify provides the lyrics in order for me to follow the beat and rhythm of the songs using my soundbar speakers. I think Spotify has done a fantastic job. Perhaps they could add an interpreter to sign for each song that deaf people like to watch and feel the vibration of the sound.",7,0,7,discovery,"explore,genres"
2513,Google Play,IN,5,"I really like being in control of whatever I want to hear. It's my choice. I am also able to listen to other's Playlists, in order to broaden my options & interests.",7,0,7,"discovery,playlist","broaden,playlists"
2928,Google Play,IN,5,"Spotify is honestly one of those apps that just becomes part of your daily routine without you even noticing. It’s super easy to use, and it somehow always knows what you want to hear—like the playlists and recommendations feel really personal, not random. What I like most is that it doesn’t feel limited. You can switch from music to podcasts to something new you’ve never heard before, and it all just flows naturally. It’s simple, but it doesn’t feel basic.",7,0,7,"recommendation,playlist","playlists,recommendations"
3330,Google Play,IN,5,"I used to feel like a DJ with my own playlists describing different genres of music sliced into one, for that sound of different rappers to mainstream artists on one profile. I got 2 in my control, 1 other profile has been rogue. since then I ventured on into the scene, from killer verses to mainstream artists. I still have to label them properly but since I'm a Native American Apache. I try to find the hunt or the killer instincts of the verses. blended with today's modern hip-hop style.",7,0,7,"discovery,playlist,artist","artists,genres,playlists"
5000,Google Play,IN,5,"It is the best to listen to our favourite song and i love the fact that i can listen to song clearly. Besides,spotify help me to find out the artist who is the singer of the song and that helps me a lot because sometimes i cant find who is the true singer even if i google it or serach it on tiktok plus i cam make lots of different playlist based on my favourite artist and that is the best parts. I can also divide the genre of the song so i can listen to songs based on my moods every day clearly",7,0,7,"discovery,playlist,artist","artist,genre,playlist"
5116,Apple App Store,US,5,"Truly individualized and personalized music. A+, would recommend to friends and family.",7,0,7,recommendation,"personalized,recommend"
5447,Apple App Store,US,5,The only thing I don’t like about this is that some songs that I used to be able to listen to I can’t listen to them anymore. When I use other ppl’s account and play the same song they are able to play it on their phone. I tried looking it up and everything on Google doesn’t work.,7,0,7,repetition,same song
6070,Apple App Store,AU,5,"Spotify is an amazing listening app, great for all genres, best & fav app I’ve installed , podcasts, videos, music! 100% recommend!!",7,0,7,"discovery,recommendation","genres,recommend"
6903,Apple App Store,SG,5,"Always love the recommendation playlist and the updates of musics.

Just a small feedback: the recent icon updates feel so dated. For mobile UI design. Look like a mistake.",7,0,7,"recommendation,playlist","playlist,recommendation"
3660,Google Play,IN,4,should've never introduced the shuffle mode.. with the songs not in the playlist for common users... so hard for streaming songs....,6,1,7,playlist,"playlist,shuffle"
6162,Apple App Store,AU,4,"Been enjoying the streaming platform for almost a decade, curated and found connections with others through music. However, I can’t stand what the owner supports and funds over supporting the indie artists.",6,1,7,artist,"artists,indie"
6917,Apple App Store,SG,4,"I've been using this app since 2013, and the prices kept soaring. AI content started polluting the libraries and the interface is becoming clunkier with every update. 

Lately, I've been having connectivity issues exclusive to this app.
It's making accessing the music library or downloaded content difficult. I wonder if it's just me? 

I think the changes made on playlist sorting and radio has improved a lot though.",6,1,7,playlist,"playlist,radio"
6918,Apple App Store,SG,4,Spotify is great and u can play music in the car w it and create playlist the only thing i dont really like is it doesn’t work on like games some of them it cancels out the song ur listening to but i really recommend this app!,6,1,7,"recommendation,playlist","playlist,recommend"
2777,Google Play,IN,3,"Good variety, price increases are annoying.",5,2,7,discovery,variety
2887,Google Play,IN,3,"UI is not good at all , no new song recommendations ( very important) . 💘🦴🦴🦴🦴🦴🦴💩💩💩💩💩🥳🇺🇲🇯🇵🦞🦐",5,2,7,recommendation,recommendations
3076,Google Play,IN,3,the app is good it's just that the song recommendations n the frequent ads make it difficult to enjoy it.,5,2,7,recommendation,recommendations
3368,Google Play,IN,3,"I have premium, and I genuinely enjoy the app, but I am struggling to find songs that have been confirmed released on this platform, maybe its my region, but no information online says that certain songs arent avaliable in my country, and when I tried to find a song on the album it did not show up even though it is posted there on other's devices on the same app, maybe its a device problem but I warn others that if you want to be able to find every singulsr song to not go with this app.",5,2,7,discovery,find songs
3924,Google Play,IN,3,"Since my original review of 2021, some things have deteriorated compared to other streaming services. Recommendation system feels more like the Last.Fm of early days Internet now. And the sound quality ... Why do you compress everything so much? Where is the dynamic range? People have better equimpent now, the connection speeds are better. Oh, and the dark theme. Have you heard of people with astigmatism (like half of the population)? You have enough money to improve",5,2,7,recommendation,recommendation
5384,Apple App Store,US,3,It has my favorite music. It switches to a different music and it doesn’t go on the order.,5,2,7,discovery,different music
